epoch,train_loss,train_acc,val_loss,val_acc,time_s,memory_mb,train_nfe,val_nfe
1,0.6435743642026728,0.8482909090909091,0.25718795745372774,0.9344,27.208921862000125,119.389184,37.73953488372093,20.0
2,0.13957216069264847,0.9639818181818182,0.2700969477057457,0.9244,33.416452960000015,119.607296,45.944186046511625,20.0
3,0.0929454730163921,0.9752909090909091,0.12388126105964184,0.964,33.71130457100003,119.607296,46.0,20.0
4,0.07421678565903143,0.9797272727272728,0.10390819268226624,0.972,34.45616569999993,121.409024,46.948837209302326,20.0
5,0.05807439183755354,0.9839818181818182,0.10366671366691589,0.9708,41.62194463800006,121.409024,56.08837209302325,20.0
6,0.05080939436419444,0.9855818181818182,0.05417225573062897,0.985,59.28780080399997,121.409024,77.31162790697674,20.0
7,0.04195906776799397,0.9879636363636364,0.07495453587174415,0.9788,58.55985460200009,121.409024,77.33953488372093,20.0
8,0.037076312679594214,0.9894181818181819,0.056874985153228044,0.9834,59.53492763300005,121.409024,77.70232558139534,20.0
9,0.032098096583614295,0.9904363636363637,0.0516743303835392,0.9864,59.26060828699997,121.409024,77.77209302325582,20.0
10,0.02579342304278504,0.9926,0.08584676250591874,0.9756,58.49042760500015,121.409024,76.6,20.0
11,0.018662323170900344,0.9948727272727272,0.046884641353040934,0.9862,56.32034582899996,121.409024,74.18604651162791,20.0
12,0.018743371754986318,0.9947818181818182,0.05113140311315656,0.9858,55.898639313999865,121.409024,73.4186046511628,20.0
13,0.015998980694602837,0.9954,0.05546038708090782,0.9868,55.72543707199998,121.409024,73.15348837209302,20.0
14,0.010250866864960302,0.9970909090909091,0.030649029068648814,0.992,54.840580648000014,121.409024,72.1767441860465,20.0
15,0.00741205693571405,0.9982545454545455,0.0378029287174344,0.9914,53.42571727099994,121.409024,71.14418604651163,20.0
16,0.006047559467567639,0.9985090909090909,0.03170812010876834,0.9916,53.97604326700002,121.409024,71.33953488372093,20.0
17,0.004246832542155276,0.9993090909090909,0.03027756663002074,0.9924,53.40740644400012,121.409024,70.9906976744186,20.0
18,0.003417389320853082,0.9995272727272727,0.030282607324421406,0.9932,53.9504571399998,121.409024,71.49302325581395,20.0
19,0.00307305911549113,0.9995454545454545,0.03148031174894422,0.992,55.06307188100027,121.409024,72.83255813953488,20.0
20,0.0028098688202148133,0.9996363636363637,0.03072678802087903,0.9924,55.67749206799999,121.409024,73.53023255813953,20.0
